"product_id","license_plate","car_year","car_brand","car_model","car_type","car_transmission","car_engine_size","car_color","inspection_score","agent_id","branch_id","buy_date","buy_price","admin_fee","aging_fee","sell_date","sell_price"
136252,771,2019,HONDA,ALL NEW BRIO,SATYA E,MT,"1.2",ABU ABU BAJA METALIK,107,36326,90,2022-08-30,18125.0,266.0,0.0,2022-08-30,18391.0
132744,2398,2012,DAIHATSU,GRAN MAX,F Standar,MT,"1.3",Hitam,107,60558,308,2022-08-08,8750.0,250.0,62.0,2022-08-28,9000.0
127554,1461,2013,DAIHATSU,ALL NEW XENIA,M,MT,"1.0",Silver,107,6739,92,2022-08-07,10575.0,250.0,62.0,2022-08-22,10888.0
133433,284,2013,HONDA,BRIO,SATYA E,MT,"1.2",HITAM MUTIARA,107,52215,149,2022-08-12,11875.0,250.0,0.0,2022-08-12,12125.0
139936,1759,1993,TOYOTA,KIJANG,SUPER 1.5 MT BENSIN,MT,"1.5",ABU ABU METALIK,107,128941,37,2022-09-07,2625.0,250.0,0.0,2022-09-07,2875.0
140277,6887,2013,TOYOTA,NEW AVANZA,VVT-i G,MT,"1.3",Silver Metalic,106,103156,147,2022-08-21,13750.0,250.0,0.0,2022-08-24,14000.0
132957,382,2005,TOYOTA,VIOS,G,MT,"1.5",Silver Metalic,107,136921,130,2022-08-22,5000.0,250.0,0.0,2022-08-22,5250.0
139735,5503,2015,TOYOTA,GRAND NEW AVANZA,E,MT,"1.3",Putih,107,122722,68,2022-08-19,12288.0,250.0,0.0,2022-08-19,12538.0
135755,1402,2011,HONDA,FREED,"PSD 1,5 AT BENSIN",AT,"1.5",Abu-abu,107,118944,289,2022-09-03,15288.0,250.0,0.0,2022-09-07,15538.0
134446,46,2016,HONDA,MOBILIO,S,MT,"1.5",ABU ABU METALIK,107,119068,373,2022-08-06,13788.0,250.0,0.0,2022-08-12,14038.0
126335,8271,2013,TOYOTA,YARIS,E,AT,"1.5",Silver,107,4182,92,2022-08-05,13750.0,250.0,0.0,2022-08-06,14000.0
139734,488,2018,HONDA,ALL NEW BRIO,SATYA E,MT,"1.2",Merah,107,1221,61,2022-08-15,11250.0,250.0,0.0,2022-08-15,11500.0
138257,5614,2014,TOYOTA,AVANZA,G,MT,"1.3",Putih,107,44491,139,2022-08-15,14375.0,250.0,0.0,2022-09-04,14625.0
142857,2788,2020,TOYOTA,ALL NEW YARIS,TRD Sportivo,AT,"1.5",Putih,107,143252,296,2022-08-26,30375.0,438.0,250.0,2022-09-29,31062.0
140708,1883,2008,NISSAN,GRAND LIVINA,XV,AT,"1.5",ABU ABU TUA METALIK,107,51039,149,2022-08-28,8125.0,250.0,0.0,2022-08-28,8375.0
135034,6584,2016,DAIHATSU,AYLA,X,AT,"1.0",Merah,107,48319,138,2022-08-21,6250.0,250.0,0.0,2022-08-21,6500.0
133982,67,2008,NISSAN,GRAND LIVINA,XV,AT,"1.5",ABU ABU METALIK,106,122855,147,2022-08-30,6250.0,250.0,0.0,2022-08-30,6500.0
134259,7134,2003,SUZUKI,KARIMUN,DX,MT,"1.0",Merah,100,17630,5,2022-08-28,5312.0,250.0,62.0,2022-09-09,5625.0
126300,5946,2017,TOYOTA,CALYA,"G 1,2 MT Bensin",MT,"1.2",Merah,107,81082,282,2022-07-29,13938.0,250.0,0.0,2022-08-12,14188.0
135801,465,2013,TOYOTA,NEW AVANZA,VVT-i E,MT,"1.3",Silver Metalic,107,2512,30,2022-08-29,12312.0,250.0,0.0,2022-08-29,12562.0
140025,6855,1983,MITSUBISHI,L300,L300 1.5 Bensin,MT,"1.5",Biru,93,142501,153,2022-08-27,1250.0,250.0,0.0,2022-08-27,1500.0
134096,7690,2017,SUZUKI,ERTIGA,GL,AT,"1.4",PUTIH METALIK,101,52777,39,2022-08-18,14000.0,250.0,0.0,2022-08-18,14250.0
128637,5632,2018,TOYOTA,AGYA,G 1.2 TRD SPORTIVO,AT,"1.2",Merah,107,29435,71,2022-08-21,13750.0,250.0,312.0,2022-09-23,14312.0
138987,1174,2014,HONDA,MOBILIO,E CVT,AT,"1.5",ABU ABU METALIK,107,124731,91,2022-08-19,15500.0,250.0,0.0,2022-08-20,15750.0
139300,418,2010,MITSUBISHI,COLT T 120 SS,Pick Up,MT,"1.5",Hitam,107,22152,30,2022-08-27,6250.0,250.0,0.0,2022-09-02,6500.0
127807,7866,1995,TOYOTA,KIJANG,KF50,MT,"1.5",Hijau Metalik,107,2387,100,2022-08-13,5000.0,250.0,0.0,2022-08-13,5250.0
134706,775,2018,DAIHATSU,AYLA,D PLUS,MT,"1.0",Putih,107,29268,31,2022-08-06,10375.0,250.0,0.0,2022-08-15,10625.0
126285,1189,2008,TOYOTA,GRAND NEW INNOVA,V Bensin Luxury,MT,"2.0",ABU ABU METALIK,107,44020,13,2022-08-13,14412.0,250.0,0.0,2022-08-22,14662.0
137616,752,2003,SUZUKI,AERIO,Aerio,MT,"1.5",Silver,107,114423,358,2022-08-25,6250.0,250.0,0.0,2022-09-06,6500.0
137647,1831,2004,TOYOTA,AVANZA,G,MT,"1.3",Hijau,107,137421,2,2022-08-18,6875.0,250.0,0.0,2022-08-19,7125.0
137416,6916,2014,HONDA,MOBILIO,RS 1.5 DD4 M-CVT CKD,AT,"1.5",Merah Tua,107,134762,376,2022-08-20,16875.0,266.0,0.0,2022-08-21,17141.0
133856,7898,2002,TOYOTA,CAMRY,"2,4 AT Bensin",AT,"2.4",Kuning,107,65360,262,2022-08-05,6250.0,250.0,0.0,2022-08-05,6500.0
139818,4666,2014,TOYOTA,ALL NEW AVANZA,VVT-i G,MT,"1.3",Silver,107,53018,398,2022-08-13,15125.0,250.0,0.0,2022-08-13,15375.0
138363,1702,2015,DAIHATSU,AYLA,X,MT,"1.0",Merah,107,66864,13,2022-08-26,10000.0,250.0,0.0,2022-08-26,10250.0
139370,5530,2013,TOYOTA,AVANZA,E,MT,"1.3",Silver,107,67795,25,2022-08-24,8750.0,250.0,0.0,2022-08-24,9000.0
136709,1384,2017,TOYOTA,SIENTA,G,MT,"1.5",COKLAT METALIK,107,20149,291,2022-08-11,18125.0,266.0,0.0,2022-09-06,18391.0
142610,1865,2015,HONDA,MOBILIO,S,MT,"1.5",Abu-abu,107,25786,310,2022-09-05,11662.0,250.0,62.0,2022-09-20,11975.0
135605,5635,2015,TOYOTA,NEW AVANZA,VVT-i G,MT,"1.3",MERAH METALIK,107,4458,68,2022-08-25,14375.0,250.0,0.0,2022-08-26,14625.0
132663,8465,2018,TOYOTA,GRAND NEW VELOZ,GRAND NEW VELOZ,MT,"1.3",Hitam,107,7188,5,2022-08-07,19750.0,344.0,0.0,2022-08-09,20094.0
135833,6704,2008,TOYOTA,RUSH,S,MT,"1.5",Hitam,107,91862,96,2022-08-24,13750.0,250.0,188.0,2022-09-14,14188.0
133261,1334,2013,TOYOTA,RUSH,G,MT,"1.5",Silver,107,18940,40,2022-08-13,9000.0,250.0,0.0,2022-08-13,9250.0
142605,1159,2004,SUZUKI,NEO BALENO,No Variant,MT,"1.5",MERAH TUA METALIK,107,123320,79,2022-09-09,6875.0,250.0,0.0,2022-09-09,7125.0
133444,2061,2018,HONDA,BRIO,SATYA E,MT,"1.2",ABU ABU BAJA METALIK,102,64506,278,2022-08-05,13788.0,250.0,0.0,2022-08-07,14038.0
143073,7511,2011,HONDA,CRV,RE1 2WD,AT,"2.0",Putih,107,33758,132,2022-09-07,18125.0,266.0,438.0,2022-10-22,18828.0
127178,8241,2016,HONDA,BR-V,E,MT,"1.5",HITAM MUTIARA,107,107402,83,2022-08-21,16875.0,266.0,125.0,2022-09-09,17266.0
136666,4198,2016,DAIHATSU,GRAN MAX,Standar + PS + AC PU,MT,"1.5",ABU ABU METALIK,46,142013,410,2022-08-13,9875.0,250.0,0.0,2022-08-14,10125.0
133712,8100,2012,TOYOTA,RUSH,S,MT,"1.5",Putih,107,119492,19,2022-08-07,16238.0,266.0,312.0,2022-09-11,16816.0
133366,3840,2012,TOYOTA,ALL NEW AVANZA VELOZ,VVT-I,AT,"1.5",HITAM METALIK,105,2925,35,2022-08-19,14375.0,250.0,0.0,2022-08-29,14625.0
136441,3124,2013,TOYOTA,NEW FORTUNER,G 4x2 TRD,AT,"2.5",Putih Mutiara,107,19004,379,2022-08-28,15000.0,250.0,0.0,2022-08-28,15250.0
137581,4343,2013,TOYOTA,ALL NEW AVANZA,VVT-i E,MT,"1.3",Hitam,105,96076,303,2022-08-18,11500.0,250.0,0.0,2022-08-18,11750.0
137833,4233,2017,TOYOTA,NEW AGYA,G TRD,MT,"1.2",Silver,107,96075,303,2022-08-25,11625.0,250.0,0.0,2022-08-25,11875.0
137307,1219,2009,TOYOTA,CAMRY,"Q 3,5 AT",AT,"3.5",HITAM METALIK,107,2263,288,2022-09-02,16250.0,266.0,0.0,2022-09-03,16516.0
135085,2843,2018,TOYOTA,NEW AGYA,G TRD,MT,"1.2",Putih,107,5108,146,2022-08-22,12500.0,250.0,0.0,2022-08-30,12750.0
139076,293,2015,HONDA,MOBILIO,E CVT,AT,"1.5",ABU ABU METALIK,107,117007,54,2022-08-26,17250.0,266.0,438.0,2022-10-06,15625.0
132978,7286,1994,TOYOTA,KIJANG,KF50,MT,"1.5",ABU ABU METALIK,107,2078,37,2022-08-17,3500.0,250.0,0.0,2022-08-17,3750.0
128696,6655,2000,SUZUKI,CARRY,Futura ST,MT,"1.5",Coklat Met,107,91862,96,2022-08-18,3125.0,250.0,0.0,2022-08-18,3375.0
128127,6695,2002,ISUZU,NEW PANTHER,Touring,MT,"2.5",COKLAT,106,14962,23,2022-08-04,10038.0,250.0,0.0,2022-08-04,10288.0
140334,5048,2000,HONDA,SEDAN,ACCORD S 86 AT VTI-L,AT,"2.0",Silver,107,146256,327,2022-09-06,3538.0,250.0,0.0,2022-09-06,3788.0
137706,3831,2020,TOYOTA,FORTUNER,VRZ 4x2 2.4 AT DIESEL,AT,"2.4",HITAM METALIK,107,3072,34,2022-08-11,26369.0,438.0,0.0,2022-08-16,26806.0
133593,5740,2014,MITSUBISHI,PICK UP,COLT T 120 SS FLATDECK,MT,"1.5",Hitam,107,12582,71,2022-08-26,6438.0,250.0,0.0,2022-09-03,6688.0
134879,4058,2017,HONDA,BR-V,E CVT,AT,"1.5",MERAH PEKAT MUTIARA,107,44965,43,2022-08-20,15000.0,250.0,0.0,2022-08-20,15250.0
142141,5141,2011,DAIHATSU,XENIA,Xi Deluxe,MT,"1.3",HITAM METALIK,97,138170,140,2022-08-28,9375.0,250.0,0.0,2022-08-28,9625.0
132702,4880,2010,TOYOTA,YARIS,E,AT,"1.5",Hitam,107,114818,41,2022-08-03,13162.0,250.0,62.0,2022-08-26,13475.0
137352,5945,2017,DAIHATSU,ALL NEW XENIA,R,MT,"1.3",Silver Metalic,107,2809,70,2022-08-14,12500.0,250.0,0.0,2022-08-14,12750.0
136818,4727,2011,HONDA,ALL NEW CR-V,"4 X 2",AT,"2.4",Hitam,107,43683,142,2022-08-20,13412.0,250.0,188.0,2022-09-13,13850.0
126603,5726,2015,DAIHATSU,GRAN MAX,Standar + PS + AC PU,MT,"1.5",SILVER METALIK,107,45297,25,2022-08-12,11000.0,250.0,0.0,2022-08-20,11250.0
133799,584,2014,SUZUKI,ERTIGA,Sporty,MT,"1.4",Silver,107,38861,113,2022-08-18,13750.0,250.0,0.0,2022-08-18,14000.0
125987,7880,1990,SUZUKI,KATANA,SJ140 2WD MT 1.0 BENSIN,MT,"1.0",Putih,107,136038,266,2022-08-19,3750.0,250.0,0.0,2022-08-20,4000.0
135530,7558,2000,MITSUBISHI,KUDA,Super Exceed,MT,"2.5",Merah,105,32870,26,2022-08-14,6750.0,250.0,62.0,2022-08-26,7062.0
136732,7937,2019,SUZUKI,PICK UP,AEV415P CL 4X2,MT,"1.5",ABU ABU METALIK,107,83408,32,2022-08-26,11875.0,250.0,62.0,2022-09-06,12188.0
140363,5202,2014,TOYOTA,ALL NEW AVANZA,VVT-i E,MT,"1.3",Abu-abu,107,32083,125,2022-08-29,13750.0,250.0,0.0,2022-09-01,14000.0
138520,1063,2014,SUZUKI,KARIMUN WAGON R,GL,MT,"1.0",Biru,107,136834,130,2022-09-08,7500.0,250.0,0.0,2022-09-08,7750.0
133627,3805,1994,TOYOTA,KIJANG,Super KF 40 Short,MT,"1.5",Biru,107,2937,35,2022-08-27,3750.0,250.0,0.0,2022-08-27,4000.0
137074,8080,2013,TOYOTA,RUSH,G,MT,"1.5",Hitam,107,2298,19,2022-08-10,8750.0,250.0,0.0,2022-08-10,9000.0
132928,891,2012,SUZUKI,APV,Arena GX,MT,"1.5",Abu-abu,107,99195,148,2022-07-30,10200.0,250.0,250.0,2022-08-24,9250.0
126620,6355,2011,DAIHATSU,XENIA,VVTi Xi Deluxe Sporty,MT,"1.3",MERAH METALIK,107,62139,375,2022-08-06,8750.0,250.0,0.0,2022-08-16,9000.0
138738,5829,2015,TOYOTA,NEW AVANZA,VVT-i E,MT,"1.3",Putih,107,99489,281,2022-08-13,8750.0,250.0,0.0,2022-08-13,9000.0
139668,2410,2019,TOYOTA,CALYA,G,MT,"1.2",Hitam,106,14891,314,2022-08-27,13712.0,250.0,0.0,2022-08-27,13962.0
134133,478,2016,HONDA,MOBILIO,E,MT,"1.5",HITAM MUTIARA,101,31621,46,2022-08-22,6288.0,250.0,0.0,2022-08-22,6538.0
136020,6278,2014,TOYOTA,INNOVA,E,MT,"2.0",Hitam,107,26011,408,2022-08-07,15038.0,250.0,0.0,2022-08-17,15288.0
128759,1941,2016,TOYOTA,ALL NEW YARIS,TRD Sportivo,AT,"1.5",Putih,107,77288,149,2022-08-20,17812.0,266.0,0.0,2022-08-23,18078.0
136300,4167,2021,SUZUKI,PICK UP,AEV415P CL 4X2,MT,"1.5",Hitam,107,26247,72,2022-08-09,10000.0,250.0,0.0,2022-08-09,10250.0
143002,7648,2016,SUZUKI,ERTIGA,GL,MT,"1.4",Putih,107,2677,33,2022-09-08,15375.0,250.0,0.0,2022-09-09,15625.0
132709,4154,2006,DAIHATSU,ZEBRA,"4 speed",MT,"1.3",Hitam,107,50662,410,2022-08-06,2500.0,250.0,0.0,2022-08-06,2750.0
133851,7541,2013,MITSUBISHI,FE 74 HDV,FE 74HDV MT SOLAR,MT,"3.9",Kuning,87,85089,283,2022-08-16,23750.0,344.0,62.0,2022-08-29,24156.0
139383,4409,2014,TOYOTA,AVANZA,G,MT,"1.3",Hitam,107,99131,398,2022-09-09,15662.0,266.0,0.0,2022-09-14,15928.0
128796,3792,2018,TOYOTA,CALYA,G,AT,"1.2",Putih,105,31440,34,2022-08-16,14250.0,250.0,250.0,2022-09-12,14750.0
127984,7997,2011,DAIHATSU,GRAN MAX,Standar PU,MT,"1.3",Hitam,107,64924,104,2022-07-30,6375.0,250.0,0.0,2022-07-30,6625.0
138629,6511,2015,SUZUKI,ERTIGA,GX,MT,"1.4",ABU ABU METALIK,107,3793,38,2022-08-28,15000.0,250.0,0.0,2022-08-29,15250.0
135656,4264,2016,TOYOTA,YARIS,S TRD Sportivo,AT,"1.5",Putih,102,119103,273,2022-08-28,20000.0,344.0,62.0,2022-09-11,20406.0
127778,4078,2017,DAIHATSU,AYLA,X,MT,"1.0",Merah,107,32778,72,2022-08-15,10788.0,250.0,0.0,2022-08-15,11038.0
127992,3927,2017,DAIHATSU,SIGRA,R DLX,MT,"1.2",ABU ABU METALIK,107,32778,72,2022-08-07,13500.0,250.0,0.0,2022-08-07,13750.0
134275,4762,2018,HONDA,BRIO,IVTEC E,MT,"1.3",Merah,107,49838,42,2022-08-17,15625.0,250.0,125.0,2022-09-02,16000.0
133605,5511,2013,HONDA,JAZZ,GE8 1.5 MT BENSIN,MT,"1.5",Hitam,107,5591,25,2022-08-24,3750.0,250.0,0.0,2022-08-24,4000.0
138524,141,2016,TOYOTA,AGYA,G,MT,"1.0",Hitam,107,116893,364,2022-08-16,10750.0,250.0,125.0,2022-09-08,11125.0
140532,5239,2014,HONDA,BRIO,SATYA E,MT,"1.2",Hitam,105,44065,99,2022-09-05,11038.0,250.0,0.0,2022-09-09,11288.0
143124,7516,2011,MITSUBISHI,STRADA TRITON,SINGLE CABIN GLX,MT,"2.8",PUTIH SOLID,85,72643,283,2022-08-28,7538.0,250.0,0.0,2022-08-28,7788.0
128366,5778,2008,SUZUKI,X-OVER,RW415F 1.5 MT BENSIN,MT,"1.5",BIRU MUDA METALIK,107,98968,133,2022-08-14,5000.0,250.0,0.0,2022-08-14,5250.0
132776,5564,2019,MITSUBISHI,XPANDER,SPORT,MT,"1.5",Merah,107,96824,263,2022-08-26,25688.0,438.0,312.0,2022-09-26,26438.0
140453,2967,2017,SUZUKI,IGNIS,GX,AT,"1.2",Silver,107,58550,392,2022-08-24,14438.0,250.0,0.0,2022-08-27,14688.0
142619,4018,2006,SUZUKI,ESCUDO,SB 416 2WD,MT,"1.6",Hitam,107,151595,72,2022-08-27,5750.0,250.0,0.0,2022-08-27,6000.0
138179,6681,2018,HONDA,BRIO,SATYA E,MT,"1.2",Kuning,103,1744,23,2022-08-17,15375.0,250.0,0.0,2022-08-17,15625.0
136418,4938,2002,MITSUBISHI,KUDA,GLX,MT,"2.5",Hitam,107,145822,144,2022-08-20,5038.0,250.0,0.0,2022-08-20,5288.0
140847,4521,2012,TOYOTA,NEW AVANZA,VVT-i E,MT,"1.3",Silver,104,51819,142,2022-08-29,13038.0,250.0,0.0,2022-08-29,13288.0
139091,1586,2015,DAIHATSU,AYLA,M,MT,"1.0",Putih,107,94852,108,2022-08-10,7500.0,250.0,0.0,2022-08-11,7750.0
128019,5013,2016,DAIHATSU,AYLA,X,MT,"1.0",SILVER METALIK,107,87387,151,2022-08-08,6250.0,250.0,0.0,2022-08-08,6500.0
127315,1986,2016,DAIHATSU,AYLA,X ELEGANT,MT,"1.0",Putih,107,1355,3,2022-08-10,9375.0,250.0,0.0,2022-08-22,9625.0
127956,5489,2011,TOYOTA,AVANZA,G,MT,"1.3",Silver Metalic,107,66795,25,2022-08-03,5000.0,250.0,0.0,2022-08-03,5250.0
132970,7249,2001,TOYOTA,NEW KIJANG,Standar,MT,"1.8",Silver Metalic,105,54715,37,2022-08-12,7625.0,250.0,0.0,2022-08-13,7875.0
136410,4534,2014,SUZUKI,ERTIGA,AVI414F DX (4X2) MT,MT,"1.4",Putih,107,99096,272,2022-08-21,11250.0,250.0,0.0,2022-08-21,11500.0
132675,2388,2018,DAIHATSU,ALL NEW TERRIOS,R,AT,"1.5",Hitam,107,129144,374,2022-08-13,23750.0,344.0,0.0,2022-08-15,24094.0
126583,4510,2005,DAIHATSU,XENIA,Xi Deluxe,MT,"1.3",Silver,107,40422,303,2022-08-19,7875.0,250.0,0.0,2022-08-21,8125.0
132980,2003,2002,HONDA,CITY,SX8 1.5 AT BENSIN,AT,"1.5",ABU ABU METALIK,106,141876,411,2022-08-20,3125.0,250.0,0.0,2022-08-21,3375.0
140319,5443,1994,HONDA,CIVIC,GENIO,MT,"1.5",Biru,107,95931,18,2022-09-07,3750.0,250.0,0.0,2022-09-07,4000.0
134379,6461,2016,HONDA,BRIO,SATYA E,MT,"1.2",Abu-abu,107,118639,123,2022-08-23,14438.0,250.0,0.0,2022-09-03,14688.0
121588,8253,2021,HONDA,ALL NEW BRIO,SATYA E,MT,"1.2",Putih,101,56248,140,2022-08-23,15412.0,250.0,0.0,2022-08-23,15662.0
143047,6298,2014,TOYOTA,NEW AGYA,G,MT,"1.0",Silver Metalic,107,123872,375,2022-08-23,8125.0,250.0,0.0,2022-08-23,8375.0
137195,5332,2012,TOYOTA,YARIS,S,AT,"1.5",Putih,107,6563,48,2022-09-04,12500.0,250.0,0.0,2022-09-04,12750.0
135356,5826,2014,HONDA,MOBILIO,E CVT,AT,"1.5",GOLD,107,36001,81,2022-09-01,14412.0,250.0,188.0,2022-09-26,14850.0
127939,361,2013,MITSUBISHI,TRONTON DUMP,FN 527 ML (6x4) MT,MT,"7.5",Orange,107,130051,379,2022-08-13,13750.0,250.0,0.0,2022-08-13,14000.0
142876,163,2015,TOYOTA,AGYA,G,MT,"1.0",Putih,103,51039,149,2022-08-29,9375.0,250.0,0.0,2022-08-29,9625.0
139864,6367,2021,SUZUKI,NEW CARRY,STD,MT,"1.5",Hitam,107,125806,68,2022-08-31,12500.0,250.0,0.0,2022-08-31,12750.0
136916,5171,2017,HONDA,JAZZ,GK5 1.5 RS CVT,AT,"1.5",Putih,107,37817,125,2022-08-13,25875.0,438.0,250.0,2022-09-10,26562.0
137298,5587,2017,TOYOTA,CALYA,G,MT,"1.2",Putih,107,14068,25,2022-08-28,5625.0,250.0,0.0,2022-08-28,5875.0
143012,7391,2018,HONDA,BRIO,SATYA E,MT,"1.2",Merah,107,127809,306,2022-09-06,15288.0,250.0,62.0,2022-09-21,15600.0
135608,7572,2011,TOYOTA,AVANZA,E,MT,"1.3",Hitam,107,56640,65,2022-08-12,11062.0,250.0,62.0,2022-08-24,11375.0
140323,4019,2008,TOYOTA,AVANZA,E,MT,"1.3",Silver,107,131127,278,2022-08-30,5000.0,250.0,0.0,2022-09-02,5250.0
127373,8331,2005,HONDA,JAZZ,I-DSI,MT,"1.5",Hitam,107,54707,131,2022-07-30,9225.0,250.0,0.0,2022-07-31,9475.0
133371,5722,2008,TOYOTA,HILUX,Pick Up,MT,"2.0",HITAM METALIK,107,98414,375,2022-08-22,8125.0,250.0,250.0,2022-09-19,8625.0
140789,7600,2015,SUZUKI,ERTIGA,GL,MT,"1.4",Abu-abu,107,2140,49,2022-09-04,14125.0,250.0,0.0,2022-09-04,14375.0
137573,987,2016,TOYOTA,CALYA,G,AT,"1.2",Hitam,106,1682,15,2022-08-14,13162.0,250.0,188.0,2022-09-12,13600.0
139504,4153,2014,DAIHATSU,GRAN MAX,Standar PU,MT,"1.3",Biru,107,104245,151,2022-08-13,3125.0,250.0,0.0,2022-08-13,3375.0
127959,7284,2013,TOYOTA,NEW AVANZA,VVT-i E,MT,"1.3",MERAH METALIK,99,73745,295,2022-08-08,13125.0,250.0,375.0,2022-09-15,13750.0
143303,8452,1995,HONDA,SEDAN,Accord SV 4 AT,AT,"2.2",ABU ABU MUDA METALIK,107,62490,99,2022-08-26,3162.0,250.0,0.0,2022-08-27,3412.0
128036,5064,2010,HONDA,CR-V,RE1 2WD 2.0 AT BENSIN,AT,"2.0",Coklat Met,107,126560,373,2022-08-17,15000.0,250.0,0.0,2022-08-17,15250.0
134456,3846,1995,SUZUKI,Esteem,SEDAN SFA16,MT,"1.6",UNGU METALIK,107,80777,278,2022-08-20,2500.0,250.0,125.0,2022-09-09,2875.0
137479,1485,2015,SUZUKI,ERTIGA,GX,AT,"1.4",ABU ABU METALIK,105,143990,374,2022-08-16,15625.0,250.0,0.0,2022-08-18,15875.0
134682,4185,2017,ISUZU,P DOUBLE CABIN,TFS6Y D-MAX DC 2.5L (4X4),MT,"2.5",Putih,107,14911,40,2022-08-17,17750.0,266.0,125.0,2022-09-02,18141.0
126563,3820,2012,SUZUKI,ERTIGA,GL,MT,"1.4",MERAH METALIK,107,29098,84,2022-08-12,12475.0,250.0,0.0,2022-08-16,12725.0
127681,8332,2013,TOYOTA,FORTUNER,G AT TRD SPORTIVO VNTURBO,AT,"2.5",Hitam,107,97679,49,2022-08-07,32538.0,531.0,438.0,2022-09-19,33506.0
127514,1966,2010,TOYOTA,INNOVA,G Bensin,AT,"2.0",Hitam,107,114255,371,2022-08-19,15625.0,250.0,125.0,2022-09-04,16000.0
142613,6580,2017,HONDA,JAZZ,GK5 1.5 RS CVT,AT,"1.5",Abu-Abu Met,107,61786,81,2022-08-23,18162.0,266.0,0.0,2022-08-30,18428.0
126487,7347,2020,TOYOTA,NEW RUSH,S TRD Sportivo 1.5 MT Bensin,MT,"1.5",Putih,107,118903,326,2022-07-27,18750.0,266.0,125.0,2022-08-13,19141.0
140414,4218,2013,DAIHATSU,ALL NEW XENIA,"R DELUXE 1,3",MT,"1.3",SILVER METALIK,107,2814,27,2022-08-19,12500.0,250.0,500.0,2022-10-05,7500.0
139694,4669,2016,HONDA,BRIO,SATYA E,MT,"1.2",Abu-abu,107,36909,142,2022-08-18,12500.0,250.0,0.0,2022-08-18,12750.0
141758,4736,2013,DAIHATSU,GRAN MAX,Standar PU,MT,"1.3",Hitam,107,51819,142,2022-08-31,7625.0,250.0,0.0,2022-08-31,7875.0
134981,3675,2011,DAIHATSU,GRAN MAX,Standar PU,MT,"1.5",Hitam,107,143232,22,2022-09-01,6875.0,250.0,0.0,2022-09-01,7125.0
136571,481,1992,TOYOTA,KIJANG,Super KF 40 Short,MT,"1.5",Abu-abu,107,49515,61,2022-08-14,6725.0,250.0,0.0,2022-08-16,6975.0
135778,5638,2017,TOYOTA,ALL NEW GRAND INNOVA,V Bensin,MT,"2.0",Hitam,107,3469,68,2022-08-27,30038.0,438.0,188.0,2022-09-30,30662.0
126586,4893,2010,TOYOTA,RUSH,S,AT,"1.5",Silver Metalic,107,119545,42,2022-08-06,13750.0,250.0,688.0,2022-10-09,12175.0
143049,5820,2013,HONDA,CR-V,RM1 2WD,AT,"2.0",Abu-abu,107,69119,138,2022-09-06,21250.0,344.0,62.0,2022-09-17,21656.0
133189,4057,2017,TOYOTA,ALL NEW AVANZA VELOZ,VVT-I,MT,"1.5",Merah,107,29686,42,2022-08-25,18750.0,266.0,625.0,2022-10-29,16875.0
142098,206,2014,DAIHATSU,TERIOS,TX,MT,"1.5",Hitam,107,21904,357,2022-09-03,15288.0,250.0,0.0,2022-09-04,15538.0
139233,3213,2012,NISSAN,MARCH,L,AT,"1.2",Putih,107,136834,130,2022-09-08,8750.0,250.0,0.0,2022-09-08,9000.0
142368,4767,2011,HONDA,JAZZ,GE8 1.5 E AT Bensin,AT,"1.5",Putih Mutiara,107,116340,42,2022-09-03,15625.0,250.0,312.0,2022-10-05,16188.0
135018,5717,2005,TOYOTA,LIGHT TRUCK,DYNA LONG 3.7 BU343R,MT,"3.7",Biru,107,44601,380,2022-09-01,16250.0,266.0,438.0,2022-10-12,16891.0
140449,3413,2014,MITSUBISHI,COLT L 300,Pick Up FB-R (4x2),MT,"2.4",Hitam,106,4784,119,2022-08-16,8750.0,250.0,0.0,2022-08-16,9000.0
132881,1617,2005,TOYOTA,INNOVA,G Bensin,MT,"2.0",Silver,107,118889,368,2022-08-19,11250.0,250.0,0.0,2022-08-20,11500.0
133735,2314,2020,TOYOTA,ALL NEW FORTUNER,VRZ 4x2 TRD,AT,"2.4",Putih,107,1592,29,2022-08-20,57500.0,906.0,0.0,2022-08-30,58406.0
127568,5982,2011,HONDA,CRV,RE1 2WD,MT,"2.0",HITAM METALIK,107,123854,281,2022-07-28,8750.0,250.0,0.0,2022-07-29,9000.0
135857,1770,2014,TOYOTA,RUSH,"S TRD SPORTIVO 1,5 AT BENSIN",AT,"1.5",Hitam,107,6298,307,2022-08-13,17250.0,266.0,500.0,2022-09-30,16000.0
135961,5579,2016,DAIHATSU,GRAND NEW XENIA,R DELUXE,MT,"1.3",MERAH METALIK,107,123277,269,2022-08-18,16062.0,266.0,125.0,2022-09-06,16453.0
139344,1069,2014,MITSUBISHI,OUTLANDER SPORT,GLS 2.0 AT BENSIN,AT,"2.0",Hitam,107,37903,105,2022-08-22,12500.0,250.0,0.0,2022-08-22,12750.0
138644,6721,2017,TOYOTA,CALYA,G,AT,"1.2",Putih,107,34865,309,2022-09-02,14000.0,250.0,62.0,2022-09-14,14312.0
139044,6424,2006,TOYOTA,INNOVA,E,MT,"2.0",HITAM METALIK,100,58491,404,2022-08-19,7500.0,250.0,0.0,2022-08-20,7750.0
137964,4523,2011,NISSAN,GRAND LIVINA,SV,MT,"1.5",Abu-abu,107,96046,126,2022-08-17,9000.0,250.0,125.0,2022-09-05,9375.0
